number,filename_json,filename_img,init_status,annotation_x_start,annotation_x_stop,annotation_y_start,annotation_y_stop,observed_status,observed_annotation,same_result
1740,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5721F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5721F.png.json,-,-,-,-,-,-,-,1
1741,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5722A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5722A.png.json,-,-,-,-,-,-,-,1
1742,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5722C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5722C.png.json,-,-,-,-,-,-,-,1
1743,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5722D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5722D.png.json,-,-,-,-,-,-,-,1
1744,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5722E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5722E.png.json,-,-,-,-,-,-,-,1
1745,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5722F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5722F.png.json,-,-,-,-,-,-,-,1
1746,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5723A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5723A.png.json,-,-,-,-,-,-,-,1
1747,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5723B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5723B.png.json,-,-,-,-,-,-,-,1
1748,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5723C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5723C.png.json,-,-,-,-,-,-,-,1
1749,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5723D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5723D.png.json,-,-,-,-,-,-,-,1
1750,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5723E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5723E.png.json,-,-,-,-,-,-,-,1
1751,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5723F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5723F.png.json,-,-,-,-,-,-,-,1
1752,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5724A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5724A.png.json,-,-,-,-,-,-,-,1
1753,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5724B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5724B.png.json,-,-,-,-,-,-,-,1
1754,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5724C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5724C.png.json,-,-,-,-,-,-,-,1
1755,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5724D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5724D.png.json,-,-,-,-,-,-,-,1
1756,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5724E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5724E.png.json,-,-,-,-,-,-,-,1
1757,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5724F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5724F.png.json,-,-,-,-,-,-,-,1
1758,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5725A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5725A.png.json,-,-,-,-,-,-,-,1
1759,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5725B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5725B.png.json,-,-,-,-,-,-,-,1
1760,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5725C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5725C.png.json,-,-,-,-,-,-,-,1
1761,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5725D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5725D.png.json,Warping,681,1002,460,585,Warping,0,1
1762,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5725E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5725E.png.json,-,-,-,-,-,-,-,1
1763,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5725F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5725F.png.json,-,-,-,-,-,-,-,1
1764,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5726A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5726A.png.json,-,-,-,-,-,-,-,1
1765,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5726B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5726B.png.json,-,-,-,-,-,-,-,1
1766,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5726C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5726C.png.json,-,-,-,-,-,-,-,1
1767,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5726E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5726E.png.json,-,-,-,-,-,-,-,1
1768,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5726F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5726F.png.json,-,-,-,-,-,-,-,1
1769,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5727A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5727A.png.json,-,-,-,-,-,-,-,1
1770,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5727B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5727B.png.json,-,-,-,-,-,-,-,1
1771,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5727C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5727C.png.json,-,-,-,-,-,-,-,1
1772,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5727D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5727D.png.json,-,-,-,-,-,-,-,1
1773,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5727E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5727E.png.json,-,-,-,-,-,-,-,1
1774,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5727F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5727F.png.json,-,-,-,-,-,-,-,1
1775,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5728A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5728A.png.json,-,-,-,-,-,-,-,1
1776,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5728B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5728B.png.json,-,-,-,-,-,-,-,1
1777,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5728C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5728C.png.json,-,-,-,-,-,-,-,1
1778,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5728D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5728D.png.json,-,-,-,-,-,-,-,1
1779,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5728E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5728E.png.json,-,-,-,-,-,-,-,1
1780,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5728F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5728F.png.json,-,-,-,-,-,-,-,1
1781,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5729A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5729A.png.json,-,-,-,-,-,-,-,1
1782,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5729B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5729B.png.json,-,-,-,-,-,-,-,1
1783,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5729C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5729C.png.json,-,-,-,-,-,-,-,1
1784,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5729D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5729D.png.json,-,-,-,-,-,-,-,1
1785,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5729E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5729E.png.json,-,-,-,-,-,-,-,1
1786,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5729F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5729F.png.json,-,-,-,-,-,-,-,1
1787,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5730A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5730A.png.json,-,-,-,-,-,-,-,1
1788,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5730B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5730B.png.json,-,-,-,-,-,-,-,1
1789,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5730C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5730C.png.json,-,-,-,-,-,-,-,1
1790,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5730D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5730D.png.json,-,-,-,-,-,-,-,1
1791,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5730F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5730F.png.json,-,-,-,-,-,-,-,1
1792,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5731A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5731A.png.json,-,-,-,-,-,-,-,1
1793,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5731B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5731B.png.json,-,-,-,-,-,-,-,1
1794,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5731C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5731C.png.json,-,-,-,-,-,-,-,1
1795,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5731E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5731E.png.json,-,-,-,-,-,-,-,1
1796,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5731F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5731F.png.json,-,-,-,-,-,-,-,1
1797,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5732A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5732A.png.json,-,-,-,-,-,-,-,1
1798,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5732C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5732C.png.json,-,-,-,-,-,-,-,1
1799,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5732D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5732D.png.json,-,-,-,-,-,-,-,1
1800,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5732F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5732F.png.json,-,-,-,-,-,-,-,1
1801,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5733A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5733A.png.json,-,-,-,-,-,-,-,1
1802,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5733C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5733C.png.json,-,-,-,-,-,-,-,1
1803,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5733D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5733D.png.json,-,-,-,-,-,-,-,1
1804,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5733E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5733E.png.json,-,-,-,-,-,-,-,1
1805,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5733F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5733F.png.json,-,-,-,-,-,-,-,1
1806,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5734A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5734A.png.json,-,-,-,-,-,-,-,1
1807,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5734B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5734B.png.json,-,-,-,-,-,-,-,1
1808,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5734C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5734C.png.json,-,-,-,-,-,-,-,1
1809,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5734D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5734D.png.json,-,-,-,-,-,-,-,1
1810,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5734E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5734E.png.json,-,-,-,-,-,-,-,1
1811,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5734F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5734F.png.json,-,-,-,-,-,-,-,1
1812,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5735A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5735A.png.json,-,-,-,-,-,-,-,1
1813,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5735B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5735B.png.json,-,-,-,-,-,-,-,1
1814,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5735C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5735C.png.json,-,-,-,-,-,-,-,1
1815,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5735D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5735D.png.json,-,-,-,-,-,-,-,1
1816,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5735E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5735E.png.json,-,-,-,-,-,-,-,1
1817,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5735F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5735F.png.json,-,-,-,-,-,-,-,1
1818,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5736A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5736A.png.json,-,-,-,-,-,-,-,1
1819,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5736B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5736B.png.json,-,-,-,-,-,-,-,1
1820,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5736D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5736D.png.json,-,-,-,-,-,-,-,1
1821,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5736E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5736E.png.json,-,-,-,-,-,-,-,1
1822,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5737A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5737A.png.json,-,-,-,-,-,-,-,1
1823,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5737B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5737B.png.json,-,-,-,-,-,-,-,1
1824,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5737D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5737D.png.json,-,-,-,-,-,-,-,1
1825,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5737E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5737E.png.json,-,-,-,-,-,-,-,1
1826,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5737F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5737F.png.json,-,-,-,-,-,-,-,1
1827,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5738A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5738A.png.json,-,-,-,-,-,-,-,1
1828,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5738B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5738B.png.json,-,-,-,-,-,-,-,1
1829,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5738C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5738C.png.json,-,-,-,-,-,-,-,1
1830,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5738D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5738D.png.json,-,-,-,-,-,-,-,1
1831,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5738E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5738E.png.json,-,-,-,-,-,-,-,1
1832,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5738F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5738F.png.json,-,-,-,-,-,-,-,1
1833,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5739A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5739A.png.json,-,-,-,-,-,-,-,1
1834,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5739B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5739B.png.json,-,-,-,-,-,-,-,1
1835,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5739C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5739C.png.json,-,-,-,-,-,-,-,1
1836,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5739D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5739D.png.json,-,-,-,-,-,-,-,1
1837,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5739E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL3XXXXXX5739E.png.json,-,-,-,-,-,-,-,1
